"","kpc_control_1.sorted.bam","kpc_control_2.sorted.bam","kpc_control_3.sorted.bam","kpc_knockdown_1.sorted.bam","kpc_knockdown_2.sorted.bam","kpc_knockdown_3.sorted.bam"
"Acadl",76,53,145,76,60,56
"Gm15793",176,135,191,170,122,52
"Gm27934",0,0,0,0,0,0
"Gm25832",0,0,0,0,0,0
"Myl1",0,0,0,0,0,0
"Lancl1",72,32,69,46,45,23
"Gm57531",4,1,1,2,2,1
"Cps1",0,0,0,0,0,0
"Gm26342",0,0,0,0,0,0
"Gm39658",0,0,0,0,0,0
"Gm15669",0,0,0,0,0,0
"Erbb4",0,0,0,0,0,0
"Gm25542",0,0,0,0,0,0
"Gm53558",0,0,0,0,1,0
"Gm51744",0,0,0,0,0,0
"Gm8840",1,1,0,0,0,1
"Gm28497",0,0,0,0,0,0
"Ikzf2",1,0,1,1,0,3
"Gm53559",0,0,0,0,0,0
"Gm29822",0,0,0,0,0,0
"Spag16",0,0,0,0,0,0
"Gm23879",0,0,0,0,0,0
"Gm23422",0,0,0,0,0,0
"Gm57571",0,0,0,0,0,0
"Vwc2l",0,0,0,0,0,0
"Gm29906",0,0,0,0,0,0
"Gm57799",0,0,0,0,0,0
"Gm53490",0,0,0,0,0,0
"Bard1",9,5,14,7,3,6
"Gm53560",0,0,0,0,0,0
"Abca12",0,0,1,0,0,0
"Gm39659",0,0,0,0,0,0
"Gm6947",4,5,8,5,4,2
"Atic",153,91,146,115,69,77
"Fn1",1643,1147,1466,1203,1083,831
"Apol7d",1,1,0,0,0,0
"Gm39660",0,0,0,0,0,0
"Gm30160",0,0,0,0,0,0
"Gm30308",0,0,0,0,0,0
"Gm8883",0,0,0,0,0,0
"Gm28818",0,0,2,0,0,0
"4933417E11Rik",0,0,0,0,1,0
"Gm5528",2,1,3,2,0,0
"Gm4319",0,0,0,0,0,0
"Mreg",7,8,11,0,0,1
"Gm51630",0,0,0,0,0,0
"Gm25360",0,0,0,0,0,0
"Gm23472",0,0,0,0,0,2
"D230017M19Rik",1,0,2,3,2,2
"Gm24497",0,0,0,0,0,1
"Gm25939",0,0,0,0,0,2
"Pecr",6,9,14,9,8,4
"Tmem169",3,1,1,0,1,1
"Gm51631",0,0,0,0,0,0
"Xrcc5",37,25,35,37,23,29
"Gm39661",0,0,0,0,0,0
"Marchf4",0,0,0,1,0,0
"Smarcal1",14,16,14,19,9,6
"Gm39662",0,0,0,0,0,0
"Ankar",0,0,0,0,0,0
"Rpl37a",5415,3890,5681,4410,3165,2693
"Gm51632",0,0,0,0,0,0
"Gm39663",1,0,0,0,0,0
"Gm30788",0,0,0,0,0,0
"Gm30847",0,0,0,0,0,0
"Igfbp2",21,44,25,3,7,2
"Igfbp5",65,50,156,27,9,13
"Gm31047",0,0,0,0,0,0
"Gm31137",0,0,0,0,0,0
"Tnp1",0,0,0,0,0,0
"Teshl",0,0,0,0,0,0
"Gm53561",0,0,0,0,0,0
"Gm31254",0,0,0,0,0,0
"Gm29185",0,0,0,0,0,0
"Gm31344",0,0,0,0,0,0
"Pinc",0,0,0,0,0,0
"D530049I02Rik",0,0,0,0,0,0
"C530043A13Rik",0,0,0,0,0,0
"6030407O03Rik",0,0,0,0,0,0
"Gm29183",0,0,0,0,0,0
"Mir6351",0,0,0,0,0,0
"Tns1",98,56,111,95,70,72
"Gm39664",0,0,2,1,3,1
"Gm31637",0,0,0,0,0,0
"Rufy4",0,1,2,2,0,0
"Cxcr2",4,2,2,3,2,2
"Cxcr1",0,0,0,0,0,0
"Mir1928",0,0,0,0,0,0
"Gm31691",0,0,0,0,0,0
"Gm25524",0,0,0,0,0,0
"Arpc2",546,345,747,513,401,336
"Gpbar1",1,1,1,2,2,0
"Aamp",781,423,610,368,267,230
"Gm28364",0,0,0,0,0,0
"Pnkd",280,168,260,151,84,94
"Tmbim1",215,131,200,117,65,68
"Catip",17,8,9,4,5,6
"Slc11a1",35,20,24,2,2,2
"Ctdsp1",344,197,348,251,180,126
"Gm53562",0,0,2,0,0,1
"Mir26b",0,0,0,0,0,0
"Vil1",0,0,0,0,1,0
"Usp37",44,29,67,43,26,23
"Cnot9",63,32,45,40,34,26
"Plcd4",10,1,5,5,4,4
"Zfp142",78,52,72,58,30,33
"Bcs1l",29,21,33,24,18,5
"Rnf25",150,113,152,130,82,74
"Stk36",10,7,12,13,8,3
"Ttll4",47,39,46,48,39,30
"Cyp27a1",2,3,9,5,3,3
"Prkag3",0,0,0,0,0,0
"Wnt6",29,9,18,14,9,8
"Gm29539",0,0,0,0,0,1
"Gm32099",0,0,0,0,3,1
"Wnt10a",52,24,45,26,18,22
"n-TGgcc3",0,0,0,0,0,0
"Gm32275",5,0,0,1,2,0
"Gm53563",1,0,0,0,0,0
"Gm16582",0,0,0,0,0,0
"Cdk5r2",1,0,2,1,2,0
"Fev",0,0,0,0,0,0
"Cryba2",0,0,0,0,0,0
"Mir375",0,0,0,0,0,0
"Cfap65",0,0,0,0,0,0
"Ihh",0,2,0,2,0,1
"Nhej1",36,19,21,24,11,9
"Slc23a3",11,7,6,9,5,8
"Cnppd1",211,179,242,187,96,103
"Retreg2",355,202,278,225,141,126
"Zfand2b",155,69,108,88,42,47
"Abcb6",26,17,22,14,8,9
"Atg9a",211,168,225,162,104,97
"Ankzf1",4,1,3,7,4,2
"Glb1l",11,8,9,12,14,4
"Stk16",123,81,128,81,57,56
"Tuba4a",271,170,181,121,86,66
"A630095N17Rik",0,0,0,0,0,0
"Dnajb2",105,51,73,50,30,39
"Ptprn",339,287,387,127,56,76
"Resp18",0,0,0,0,0,0
"Dnpep",205,130,165,116,83,69
"Des",15,10,5,9,12,12
"Gm15179",0,0,0,0,0,0
"Speg",129,77,124,131,102,78
"Gmppa",215,111,156,117,76,69
"Gm53564",0,0,0,0,0,0
"Asic4",2,0,1,0,0,2
"Gm32506",1,0,1,1,0,1
"Chpf",291,143,209,185,165,105
"Tmem198",4,6,7,10,2,1
"Obsl1",103,61,100,77,60,42
"Inha",7,7,13,5,5,6
"Stk11ip",40,21,29,28,23,16
"Gm15183",0,0,0,0,0,0
"Slc4a3",38,40,34,47,25,25
"Gm15180",0,0,0,0,0,0
"Gm32622",0,0,0,0,0,0
"Gm29065",0,0,0,0,0,0
"Gm32737",0,0,0,0,0,0
"Gm53565",0,0,0,0,0,0
"Gm17751",0,0,0,0,0,0
"Mir6343",0,0,0,0,0,0
"Gm29069",0,0,0,0,0,0
"Gm816",0,0,0,0,0,0
"Epha4",0,0,0,0,0,1
"Mir6352",0,0,0,0,0,0
"Gm32793",0,1,0,0,1,0
"Gm32974",0,0,0,0,0,0
"Gm33083",0,0,0,0,0,0
"Gm33030",0,0,0,0,0,0
"Gm26263",0,0,0,0,0,0
"Pax3",67,44,115,56,45,33
"Gm33152",0,3,2,3,4,0
"Gm2102",0,0,0,0,0,0
"Sgpp2",0,0,0,1,0,0
"Gm51634",0,0,0,0,0,0
"Farsb",97,70,76,65,52,30
"Mogat1",0,1,0,0,0,0
"Gm39665",0,0,0,0,0,0
"5730419F03Rik",0,0,0,0,0,0
"Gm57683",0,0,0,0,0,0
"Acsl3",22,18,63,24,24,13
"Utp14b",7,1,10,2,0,0
"Gm51635",0,0,0,0,0,0
"Gm38631",1,0,1,1,0,0
"Gm33693",0,0,0,0,0,0
"Gm29536",0,0,0,0,0,0
"Kcne4",22,38,61,19,9,16
"Gm57565",0,0,0,0,0,0
"Scg2",0,0,0,0,1,0
"Gm24160",0,0,0,0,0,0
"Ap1s3",3,1,4,1,1,2
"Wdfy1",53,46,52,81,55,31
"Mrpl44",84,43,71,56,45,27
"Gm39666",0,0,0,0,0,0
"Serpine2",395,296,456,385,295,278
"Gm28071",0,0,0,0,0,0
"Gm33970",0,0,0,0,0,0
"Gm23934",1,0,0,0,0,0
"Fam124b",0,0,0,0,0,0
"Gm57487",0,0,0,0,0,0
"2310015K22Rik",0,0,0,0,0,0
"Gm34098",0,0,0,0,0,0
"Cul3",20,45,101,52,50,29
"Gm39667",1,0,0,0,0,3
"Gm38673",0,0,0,0,0,0
"1700016L21Rik",0,0,0,0,0,0
"Dock10",0,0,0,0,0,2
"Nyap2",0,0,0,2,0,0
"Gm53566",0,0,0,0,0,0
"Mir6344",0,0,0,0,0,0
"Irs1",0,1,4,3,1,1
"Rhbdd1",7,3,9,12,11,7
"Gm46095",7,0,2,1,4,3
"Col4a4",0,2,1,1,0,0
"Col4a3",0,1,0,0,0,2
"C430014B12Rik",1,1,4,1,1,0
"Mff",186,111,252,122,109,100
"Tm4sf20",0,0,0,0,0,0
"Gm34286",2,1,5,1,0,0
"Gm17764",0,1,0,0,0,0
"Gm34450",0,0,0,0,0,0
"Agfg1",76,69,121,49,52,35
"Slc19a3",0,0,0,0,0,0
"Krtap28-13",0,0,0,0,0,0
"Ccl20",0,3,1,0,2,0
"Daw1",3,1,5,1,1,0
"Sphkap",0,0,0,0,0,0
"Gm24555",0,0,0,0,0,0
"Gm51636",0,0,0,0,0,0
"Pid1",1,0,2,2,2,2
"Mir6353",0,0,0,0,0,0
"Dner",0,0,0,0,1,0
"Gm57795",0,0,0,0,0,0
"Mir5126",0,0,0,0,0,0
"Gm51637",0,0,0,0,0,0
"Trip12",68,62,114,87,73,55
"Fbxo36",1,2,3,6,2,4
"Slc16a14",0,1,0,1,2,1
"Gm39669",2,1,1,1,1,1
"Gm15433",4,1,1,5,1,2
"Sp140l1",2,0,0,1,0,3
"A530040E14Rik",2,0,0,5,0,1
"Gm38510",2,2,5,4,2,1
"Gm53253",0,0,0,0,0,0
"Gm53568",0,0,0,0,0,0
"Gm7609",6,2,6,9,4,2
"Sp140l2",1,2,6,5,4,3
"LOC118567760",0,0,0,0,0,0
"Gm53567",0,0,1,0,0,0
"Gm2619",1,0,1,0,0,2
"Gm7592",1,0,1,2,0,2
"Gm2427",0,0,0,1,0,0
"Sp110",5,6,4,7,4,12
"Sp140",24,12,18,33,19,20
"Sp100",20,11,16,26,26,26
"A630001G21Rik",0,0,6,2,1,8
"Mir8096",0,0,0,0,0,0
"9930111H07Rik",0,0,0,0,0,0
"Cab39",84,46,78,51,25,39
"Itm2c",737,358,432,357,244,240
"Gm32302",0,0,0,0,0,0
"Gm51745",0,0,0,0,0,0
"4933407L21Rik",0,0,0,0,0,0
"Gpr55",0,0,1,0,0,0
"Gm41905",0,0,0,0,0,0
"Gm53569",0,0,0,0,0,0
"Spata3",0,0,1,0,0,0
"2810459M11Rik",0,0,0,0,0,0
"Psmd1",709,551,640,459,299,285
"Gm22786",0,0,0,0,0,0
"Htr2b",0,1,1,2,3,3
"Gm53570",0,0,2,2,0,1
"Armc9",48,19,42,43,35,24
"Gm46098",3,0,3,0,0,0
"Gm16341",0,0,0,0,0,0
"Gm28626",0,0,0,0,0,0
"B3gnt7",0,0,0,0,0,0
"Gm5258",0,0,0,0,0,0
"Ncl",2414,1632,2098,1368,1154,972
"Snora75",0,0,0,0,0,0
"Mir3535",0,0,0,0,0,0
"Snord82",0,0,0,0,0,0
"C130036L24Rik",33,18,31,12,10,14
"Nmur1",0,0,0,0,0,0
"Tex44",0,0,0,0,0,0
"Gm32700",1,0,0,1,1,0
"Gm32758",1,0,0,0,0,0
"Gm41907",2,0,0,0,0,0
"Ptma",1291,1186,2117,1412,1163,837
"Pde6d",120,91,144,109,59,52
"Cops7b",40,27,45,24,27,27
"Gm41908",1,2,2,0,2,2
"Nppc",4,1,5,1,0,0
"Dis3l2",26,13,20,14,11,13
"Gm41909",0,0,0,0,0,0
"Gm28375",1,0,0,0,0,0
"Gm41910",0,1,0,0,1,0
"Gm29371",5,3,7,1,2,1
"Alppl2",0,0,0,0,0,0
"Alpi",0,0,0,0,0,0
"Akp3",0,0,0,0,0,0
"Ecel1",1,1,0,0,0,0
"Gm51638",0,0,0,0,0,0
"Gm33292",0,2,1,0,0,0
"Prss56",2,3,2,1,0,1
"Chrnd",0,0,0,0,0,0
"Chrng",0,0,0,0,0,0
"Eif4e2",310,221,292,202,139,106
"Gm53571",2,1,2,2,3,2
"Gm26187",0,0,0,0,0,0
"Efhd1",0,1,2,0,0,0
"Gm41911",0,0,0,0,0,0
"Gigyf2",146,104,136,114,90,62
"Gm22549",0,0,0,0,0,0
"Kcnj13",1,0,0,0,0,0
"Snorc",0,0,0,0,0,0
"Ngef",2,2,10,3,3,3
"Gm6153",5,3,3,3,3,0
"Gm46099",0,0,0,0,0,0
"Neu2",0,0,0,0,0,0
"Inpp5d",0,0,0,0,0,0
"Gm33470",0,0,0,0,0,0
"Gm33517",0,1,0,0,0,0
"Atg16l1",150,75,109,85,51,52
"Gm25395",0,1,1,0,0,0
"Gm53572",0,0,0,0,0,0
"Scarna6",0,0,0,0,0,0
"Sag",0,0,1,0,2,3
"Dgkd",66,57,60,45,39,33
"Gm19582",1,0,0,0,1,0
"Usp40",45,25,56,58,34,27
"Ugt1a10",0,0,0,0,0,0
"Gm38421",0,0,0,0,0,0
"Ugt1a9",0,0,0,0,0,0
"Ugt1a8",0,0,0,0,0,0
"Ugt1a7c",0,0,0,0,1,0
"Ugt1a6b",0,0,0,0,0,0
"Ugt1a6a",0,0,0,0,1,0
"Ugt1a5",0,0,0,0,0,0
"Ugt1a2",0,0,0,0,0,0
"Dnajb3",0,0,0,0,0,0
"Ugt1a1",0,0,0,0,0,0
"Mroh2a",0,0,0,0,0,0
"Hjurp",510,317,414,355,244,190
"Trpm8",0,0,0,0,1,0
"Spp2",0,0,0,0,0,0
"Gm29538",0,0,0,0,0,0
"Gm28888",0,0,0,0,0,0
"Glrp1",2,0,0,1,0,0
"Gm19589",0,0,0,0,0,0
"Gm41912",0,0,0,0,0,0
"Arl4c",117,77,99,39,37,25
"Platr5",0,0,0,0,0,0
"Gm4753",0,0,0,0,0,0
"Gm34194",0,0,0,0,0,0
"1700067G17Rik",0,0,0,0,0,0
"Sh3bp4",28,21,28,19,23,7
"Gm34331",1,1,0,0,1,1
"C030007H22Rik",0,0,0,0,0,0
"Gm41913",0,0,0,0,0,0
"Agap1",111,79,128,95,63,61
"Gm41914",1,0,1,2,1,1
"4933400F21Rik",2,2,5,4,2,5
"Gbx2",0,0,0,0,0,0
"LOC102637806",1,0,0,0,0,1
"Asb18",0,0,0,0,0,0
"Gm41915",0,0,0,0,0,0
"Gm34616",0,0,0,0,1,0
"Iqca1",0,0,0,0,0,0
"4930434B07Rik",0,0,0,0,0,0
"Ackr3",139,70,101,47,15,23
"2700003A03Rik",6,4,3,1,0,2
"Gm34992",0,0,0,0,0,0
"Gm28722",0,0,0,0,0,0
"Gm35048",26,16,36,11,5,9
"Gm35141",0,0,0,0,0,0
"Gm41917",0,0,0,0,0,0
"Gm35192",0,0,0,0,0,0
"Cops8",334,194,296,194,132,132
"Gm35242",0,0,0,0,0,0
"Gm9991",0,0,0,0,0,0
"Gm35332",0,0,1,0,0,0
"Gm41918",1,1,1,0,1,0
"Col6a3",53,48,94,100,59,51
"Gm35381",0,0,0,0,0,0
"Mlph",0,0,1,0,2,0
"Prlh",0,0,0,0,0,0
"Rab17",0,0,0,1,0,0
"Lrrfip1",71,70,111,90,80,49
"Rbm44",0,0,0,0,0,0
"Gm35443",0,0,0,0,0,0
"Ramp1",9,1,9,8,8,4
"Ube2f",30,41,61,42,13,27
"Gm7785",37,19,47,16,11,15
"Scly",53,34,52,30,23,23
"Espnl",0,0,0,0,0,0
"Klhl30",0,0,0,0,1,1
"Erfe",0,1,0,1,0,0
"Ilkap",101,67,135,100,85,72
"1700020N18Rik",0,0,0,0,0,0
"Hes6",79,46,66,38,38,22
"Per2",1,1,5,4,3,2
"Gm35591",0,0,0,0,0,0
"Gm28382",0,0,0,0,0,0
"Traf3ip1",22,14,24,16,3,11
"Asb1",29,21,29,21,20,12
"Gm28380",0,0,0,0,0,0
"Twist2",383,268,516,232,123,133
"Gm46117",1,0,0,0,0,0
"Gm46242",0,0,0,0,0,0
"Hdac4",141,70,140,90,53,56
"Gm50604",0,0,0,0,0,0
"Gm53573",0,0,0,0,0,0
"Gm53574",1,0,0,0,1,0
"Gm35992",0,0,0,0,0,0
"Gm7837",0,0,0,0,0,0
"Ndufa10",262,215,311,213,173,139
"Mir6900",0,0,0,0,0,0
"Or6b2",0,0,0,0,0,0
"Or6b2b",0,0,0,0,0,0
"Or6b3",0,0,0,0,0,0
"Or9s23",0,0,0,0,0,0
"Or9s27",0,0,0,0,0,0
"Or9s15",0,0,0,0,0,0
"Or9s14",0,0,0,0,0,0
"Or9s13",0,0,0,0,0,0
"Cops9",270,178,234,159,133,133
"Otos",0,0,0,0,0,0
"Gm29483",0,0,1,0,0,0
"Gm36102",3,1,0,1,0,1
"Gm29481",0,0,0,0,0,0
"Gpc1",31,12,20,14,5,5
"Gm29480",0,0,0,0,0,0
"Mir149",0,0,0,0,0,0
"Ankmy1",0,0,1,1,0,0
"Gm57577",0,0,0,0,0,0
"Dusp28",9,4,4,4,4,0
"5033417F24Rik",0,0,0,0,0,2
"Rnpepl1",187,126,147,102,44,67
"9430060I03Rik",2,1,0,2,1,1
"Capn10",43,24,45,25,22,17
"Gpr35",18,7,8,1,5,1
"Gm36424",0,0,0,0,0,0
"Gm57553",0,0,0,0,0,0
"Aqp12",0,0,1,0,0,0
"Kif1a",23,20,40,24,11,15
"Gm36472",0,0,0,0,0,0
"Agxt",0,0,0,0,0,0
"Mab21l4",0,0,1,0,0,0
"Crocc2",0,0,0,0,1,1
"Sned1",76,80,118,175,97,100
"Mir6901",0,0,0,0,0,0
"Mterf4",50,31,54,44,28,30
"Gm28535",0,0,0,0,0,0
"Pask",46,31,51,42,27,22
"Ppp1r7",83,45,76,63,44,36
"Mir6902",0,0,0,0,0,0
"Mir6345",0,0,0,0,0,0
"Gm26446",0,0,0,0,0,0
"Ano7",0,0,0,0,0,0
"Hdlbp",1146,820,1064,679,508,376
"Gm17415",1,3,6,2,1,2
"Septin2",180,157,254,147,120,69
"Farp2",0,0,2,1,0,0
"Gm41920",1,0,1,4,2,1
"Stk25",17,14,12,5,8,6
"Bok",28,24,26,19,21,20
"Thap4",57,48,48,35,25,16
"Atg4b",114,74,108,93,51,45
"Dtymk",198,133,199,112,102,88
"Ing5",29,16,26,13,20,9
"Gm22089",0,0,0,0,0,0
"D2hgdh",21,9,26,19,13,16
"Gal3st2",0,0,0,0,0,0
"Gal3st2b",0,0,0,0,0,0
"Gm7889",0,1,0,0,0,0
"Gal3st2c",0,0,0,0,0,0
"Neu4",0,0,0,0,0,0
"Pdcd1",1,0,0,2,0,0
"Gm7891",0,0,0,0,0,0
"Gm23389",0,0,0,0,0,0
"4930440C22Rik",0,0,0,0,0,0
"Gm23181",0,0,0,0,0,0
"Gm5264",0,1,0,0,0,0
"Fam174a",25,19,27,21,21,21
"St8sia4",0,0,0,0,1,0
"Gm30431",0,0,0,0,0,0
"4930598F16Rik",0,0,0,0,0,0
"Gm22360",0,0,0,0,0,0
"1700063A18Rik",0,0,0,0,0,0
"Gm29601",0,0,0,0,0,1
"Gm30490",0,0,0,0,0,0
"4930533P14Rik",0,0,0,0,0,0
"Gm26245",0,0,0,0,0,0
"Gm26078",0,0,0,0,0,0
"Slco4c1",0,0,0,0,0,0
"Panct2",0,0,0,0,0,0
"Slco6b1",0,0,0,0,0,0
"Slco6c1",0,0,0,0,0,0
"Gm7133",0,0,0,0,0,0
"Gm7135",0,0,0,1,0,0
"Macir",4,9,13,4,4,6
"Ppip5k2",0,4,4,4,0,2
"Gin1",6,7,14,8,5,3
"Pam",20,16,19,17,14,15
"Gm31771",0,0,0,0,0,0
"B230216N24Rik",0,1,0,0,0,0
"Gm24465",0,0,0,0,0,0
"Gm51640",2,1,6,1,1,4
"1810006J02Rik",0,0,0,0,0,0
"Gm29461",0,0,0,0,0,0
"Gm46078",0,0,0,0,0,0
"Slco6d1",3,1,2,2,0,2
"Gm7967",0,1,0,1,2,0
"Gm23434",0,0,0,0,0,0
"Gm51641",0,0,0,0,0,0
"Cntnap5b",0,0,0,0,0,0
"Gm53575",0,0,0,0,0,0
"Gm41923",0,0,0,0,0,0
"Gm23602",0,0,0,0,0,0
"Gm29667",325,445,349,215,154,117
"Gm46243",0,0,0,0,0,0
"Gm20268",0,0,0,0,0,0
"Gm31973",0,0,0,0,0,0
"Gm57575",0,0,0,0,0,0
"Gm28188",1,0,0,0,0,0
"Gm24122",0,0,0,0,0,0
"Gm23036",0,0,0,0,0,0
"Gm20281",0,0,0,0,0,0
"Gm22034",0,0,0,0,0,0
"Gm23965",0,0,0,0,0,0
"Gm41924",0,0,0,0,0,0
"Cdh20",0,0,0,0,0,0
"Gm53576",0,0,0,0,0,0
"Gm41925",0,0,0,0,0,0
"Gm29012",0,0,0,0,0,0
"Rnf152",0,0,0,0,0,0
"Gm17634",0,0,0,0,0,0
"Gm28403",0,0,2,0,0,0
"Gm57564",0,0,0,0,0,0
"Pign",17,16,28,25,21,14
"Gm20302",147,96,127,114,106,82
"Relch",4,7,14,14,7,4
"Gm10193",8,5,9,3,3,2
"Tnfrsf11a",0,0,1,3,1,1
"Gm41926",2,0,0,0,0,0
"Gm41927",0,0,0,0,0,0
"Gm26214",0,0,0,0,0,0
"Gm7160",1,1,0,1,0,0
"Zcchc2",59,32,46,37,33,26
"Gm20753",0,0,1,0,0,0
"Phlpp1",11,16,35,18,21,7
"Gm6651",0,2,0,0,0,0
"Gm41928",0,0,0,0,0,0
"Bcl2",19,8,20,28,21,16
"Mir3473f",0,0,0,0,0,0
"Gm37053",0,0,0,0,0,0
"Kdsr",115,59,109,57,56,56
"Vps4b",19,25,66,27,27,19
"Gm53577",0,0,0,0,1,0
"Serpinb5",0,0,0,0,0,0
"Serpinb12",0,0,0,0,0,0
"Serpinb13",0,0,0,0,0,0
"Serpinb3a",1,0,0,0,0,0
"Serpinb3d",0,0,0,0,0,0
"Serpinb3b",0,0,0,0,0,0
"Serpinb3c",0,0,0,0,0,0
"Gm8089",0,0,0,0,0,0
"Serpinb11",0,0,0,0,0,0
"Serpinb7",0,0,0,0,0,0
"Gm24553",0,0,0,0,0,0
"Serpinb2",1,1,3,2,0,0
"Serpinb10",10,2,4,0,1,2
"Serpinb8",7,4,4,7,3,2
"Gm15389",0,0,0,0,0,0
"Gm24267",0,0,0,0,0,0
"Gm22438",0,0,0,0,0,0
"D830032E09Rik",0,0,0,0,0,0
"Gm41929",0,0,0,0,0,0
"Gm57532",0,0,0,0,0,0
"Gm22159",0,0,0,0,0,0
"Cdh7",0,0,0,0,0,0
"Gm41930",0,0,0,0,0,0
"Cdh19",0,0,0,0,1,0
"n-TKctt7",0,0,0,0,0,0
"4921525D07Rik",0,0,0,0,0,0
"Dsel",0,0,5,3,3,4
"Gm6717",0,0,0,0,0,0
"Gm32810",1,0,0,0,0,0
"Gm53578",0,0,0,0,0,0
"Gm22331",0,0,0,0,0,0
"Gm41932",0,0,0,0,0,0
"Gm46244",0,0,0,0,0,0
"Gm32985",0,0,0,0,0,0
"Gm33042",0,0,0,0,0,0
"Gm50605",0,0,0,0,0,0
"Cntnap5a",1,0,1,0,1,0
"Gm24030",0,0,0,0,0,0
"B020011L13Rik",0,0,0,0,0,0
"Gm53579",0,0,0,0,0,0
"Gm53580",0,0,0,0,0,0
"Tsn",476,268,394,306,202,198
"Nifk",38,47,53,25,37,27
"Gm28867",0,0,0,0,0,0
"Clasp1",37,34,60,31,17,19
"Gm26080",0,0,0,0,0,0
"2900060B14Rik",1,1,0,0,0,1
"Tfcp2l1",4,1,0,0,0,0
"Gm23497",0,0,0,0,0,0
"Gli2",22,22,26,16,11,15
"Gm51642",0,0,2,0,0,0
"Mir6346",0,0,0,0,0,0
"Gm41934",1,0,1,1,1,0
"Gm46144",0,0,0,0,0,0
"Gm3508",0,1,0,0,0,0
"Gm33388",0,0,0,0,0,0
"Inhbb",21,24,40,79,62,53
"Gm41935",1,2,3,4,0,6
"Gm33490",0,0,0,0,0,0
"Gm33575",0,0,0,0,0,0
"Gm46145",0,0,0,0,0,0
"Ralb",57,37,51,44,33,34
"Gm29454",0,0,0,0,0,0
"Tmem185b",7,7,14,4,7,6
"3830432H09Rik",0,0,0,0,0,0
"Gm25322",0,0,0,0,0,0
"Epb41l5",9,7,8,7,6,6
"Ptpn4",0,0,0,1,2,2
"Gm3851",24,14,33,18,12,10
"Gm29658",0,0,0,0,0,0
"Gm3551",0,0,0,0,0,0
"Gm28209",0,0,0,0,0,0
"Tmem177",20,11,19,15,11,6
"Cfap221",0,0,0,0,0,0
"Gm33817",0,0,0,0,0,0
"Sctr",0,0,0,0,0,0
"Gm33764",0,0,0,0,0,0
"Gm41936",0,0,0,0,0,0
"Tmem37",22,9,16,10,14,10
"Gm41937",0,0,0,0,0,0
"Gm41938",0,0,0,0,0,0
"Dbi",815,469,677,383,311,227
"3110009E18Rik",7,4,4,4,1,1
"Steap3",26,19,13,15,11,17
"Gm53581",0,0,0,1,0,0
"C1ql2",0,0,0,0,0,0
"Gm46154",0,0,0,0,0,0
"Marco",0,0,0,0,0,0
"Gm41939",0,0,0,0,0,0
"En1",47,72,132,60,43,17
"Gm34352",0,0,0,1,0,0
"2610027F03Rik",2,2,6,0,2,1
"Gm29345",0,0,0,0,0,0
"Gm34584",0,0,0,0,0,0
"Gm34698",0,0,0,0,0,0
"Celrr",0,0,0,0,0,0
"Gm46155",0,0,0,0,0,0
"Gm41940",0,0,1,1,0,0
"Insig2",43,32,71,40,50,19
"2210011K15Rik",1,0,0,0,1,0
"Gm35243",0,0,0,0,1,0
"Ccdc93",28,19,29,29,27,22
"Htr5b",0,0,0,0,0,0
"Ddx18",222,135,200,152,98,109
"Gm28590",0,0,0,0,0,0
"Gm24547",0,0,0,0,0,0
"Gm25771",0,0,0,0,1,0
"Dpp10",0,0,0,0,0,0
"Gm24791",0,0,0,0,0,0
"Gm41941",0,0,0,0,0,0
"Gm25578",0,0,0,0,0,0
"Gm53534",0,0,0,0,0,0
"Gm35355",0,0,0,0,0,0
"Actr3",149,118,198,130,108,86
"Slc35f5",39,21,34,21,16,18
"Gpr39",55,25,39,21,14,11
"Gm41943",2,0,0,0,0,0
"Lypd1",0,1,4,5,0,1
"Nckap5",4,2,1,4,1,2
"Gm35562",0,2,1,0,0,0
"4930599A14Rik",0,0,0,1,0,0
"Gm41945",0,0,1,0,0,0
"Mgat5",2,0,6,1,0,0
"Gm8451",1936,896,1256,1098,913,635
"Gm51747",0,0,0,0,0,0
"Gm23370",0,0,0,0,0,0
"Gm23734",0,0,0,0,0,0
"Gm51746",0,0,0,0,0,0
"Gm41947",0,0,0,0,0,0
"Tmem163",7,6,7,0,1,1
"Gm35993",0,0,0,0,0,0
"Acmsd",0,0,0,0,0,0
"2900009J06Rik",0,2,0,1,0,0
"Ccnt2",22,17,18,10,11,8
"Map3k19",0,0,1,0,0,0
"Rab3gap1",127,87,117,72,62,30
"Zranb3",7,12,14,18,14,13
"Gm28800",0,0,0,0,0,0
"Gm8283",18,12,27,9,9,9
"R3hdm1",11,18,55,23,23,15
"Gm29383",0,0,0,0,0,0
"Mir128-1",0,0,0,0,0,0
"Ubxn4",161,155,250,164,146,134
"Gm41949",4,5,5,4,5,4
"Lct",0,1,0,1,1,0
"Mcm6",792,522,807,496,379,309
"Dars1",21,23,61,36,45,44
"Gm23902",0,0,0,0,0,0
"Gm25384",0,0,0,0,0,0
"Gm41950",0,0,0,0,0,0
"Cxcr4",0,0,0,0,2,0
"Gm23056",0,0,0,0,0,0
"Thsd7b",0,0,0,0,0,0
"Gm36347",0,0,0,0,0,0
"Gm29428",0,0,0,0,0,0
"Gm41951",0,0,0,0,0,0
"Cd55b",0,0,0,0,0,0
"Cd55os",0,0,0,0,0,0
"Cd55",0,0,0,0,2,0
"Gm16083",1,0,1,0,1,0
"Zp3r",0,0,0,0,0,0
