name,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,control_1,control_2,control_3,knockdown_1,knockdown_2,knockdown_3,knockdown_4
Lrg1,222.9,324.2,147,0.457,-1.1,0.23,-4.95,7.6e-07,1.8e-02,1e-04,0,290.9,335.9,345.9,105.8,128.6,194.2,159.4
Tac1,42.7,74.3,19.1,0.257,-2,0.4,-4.95,7.6e-07,1.8e-02,1e-04,0,72.9,89.1,60.8,11.5,28.2,27.5,9.3
Adamts2,3493.9,4845.9,2479.9,0.512,-1,0.2,-4.95,7.6e-07,1.8e-02,1e-04,0,5268.6,4707.9,4561.2,1936.8,2620.3,3230.5,2131.9
Gpc3,230.1,339.5,148.1,0.433,-1.2,0.25,-4.92,8.6e-07,2.0e-02,1e-04,0,314.9,241.8,461.7,137.2,181.9,141.8,131.6
Spred3,146.7,82.7,194.7,2.361,1.2,0.25,4.92,8.7e-07,2.1e-02,1e-04,0,68.3,106.9,72.9,227.3,224.2,143.7,183.5
Ephb2,272.6,395.3,180.6,0.46,-1.1,0.23,-4.9,9.5e-07,2.2e-02,1e-04,0,387.8,464.4,333.7,146.7,164.6,247.8,163.1
Cadm3,519.2,792.4,314.4,0.399,-1.3,0.27,-4.9,9.5e-07,2.3e-02,1e-04,0,695.3,816.9,865.1,238.8,221.1,502.7,294.8
Ramp2,265.7,377.7,181.6,0.483,-1,0.21,-4.89,9.9e-07,2.3e-02,1e-04,0,416.4,300.3,416.3,159.2,145.8,220.3,201.1
Adam23,105.6,148.5,73.5,0.495,-1,0.21,-4.89,1.0e-06,2.4e-02,1e-04,0,166.2,140,139.3,77.5,69,69.6,77.9
Cmah,227.6,373.3,118.4,0.321,-1.6,0.34,-4.88,1.0e-06,2.5e-02,1e-04,0,299.2,444.1,376.7,70.2,75.3,205.7,122.4
Pde5a,100.1,56.3,133,2.38,1.3,0.26,4.85,1.2e-06,2.9e-02,1e-04,0,53.6,72.5,42.9,145.6,141.1,103.5,141.8
Fetub,147.5,234.4,82.3,0.351,-1.5,0.31,-4.84,1.3e-06,3.1e-02,1e-04,0,205,231.6,266.5,63.9,106.6,116.2,42.6
Dpep1,1219.4,1889.9,716.5,0.38,-1.4,0.29,-4.84,1.3e-06,3.1e-02,1e-04,0,2070.1,1518,2081.7,500.7,611.5,1205.2,548.7
Klf10,181.2,107.2,236.8,2.195,1.1,0.24,4.82,1.4e-06,3.3e-02,1e-04,0,141.3,70,110.2,257.7,224.2,240.1,225.2
Csf3,80.5,36.9,113.2,3.121,1.6,0.34,4.82,1.4e-06,3.3e-02,1e-04,0,47.1,43.3,20.3,122.6,83.1,155.2,91.8
Tcf21,190.5,303.7,105.6,0.35,-1.5,0.31,-4.82,1.4e-06,3.4e-02,1e-04,0,397,166.7,347.5,96.4,76.8,150.7,98.3
Slc17a9,24.7,8.7,36.8,4.412,2.1,0.44,4.81,1.5e-06,3.5e-02,1e-04,0,9.2,12.7,4.1,41.9,37.6,33.2,34.3
Plpp3,3791.4,6120.6,2044.4,0.334,-1.6,0.33,-4.81,1.5e-06,3.5e-02,1e-04,0,7119.9,3256.1,7985.9,1327.2,1790.7,3268.8,1790.8
Plaur,650,406.8,832.4,2.055,1,0.22,4.81,1.5e-06,3.6e-02,1e-04,0,334.3,537,349.1,883,658.6,969.5,818.5
Rcsd1,40.7,19.1,57,2.975,1.6,0.33,4.81,1.5e-06,3.6e-02,1e-04,0,20.3,19.1,17.8,60.8,56.5,44.7,65.8
Vegfd,2058.3,3355.2,1085.7,0.324,-1.6,0.34,-4.8,1.6e-06,3.7e-02,1e-04,0,4248.3,2219.1,3598.1,644.2,1047.5,1905.9,745.2
Arg1,96.4,41.7,137.6,3.346,1.7,0.36,4.79,1.7e-06,4.0e-02,1e-04,0,17.5,66.2,41.3,92.2,153.7,149.5,154.8
Dio2,121.8,194.9,67,0.35,-1.5,0.32,-4.78,1.8e-06,4.2e-02,1e-04,0,194.8,263.4,126.4,82.8,39.2,86.9,59.3
Chl1,877.6,1177.3,652.9,0.555,-0.8,0.18,-4.77,1.8e-06,4.3e-02,1e-04,0,1096.9,1411.1,1023.9,561.5,685.2,748.6,616.4
Sdk1,126.3,187.4,80.5,0.43,-1.2,0.26,-4.77,1.8e-06,4.3e-02,1e-04,0,233.6,166.7,162,63.9,92.5,101.6,64
A2m,546.9,820.8,341.5,0.417,-1.3,0.26,-4.76,1.9e-06,4.5e-02,1e-04,0,659.3,631.1,1172.1,328.9,252.5,455.4,329.1
Fam78b,224.3,142.7,285.6,2.016,1,0.21,4.76,2.0e-06,4.6e-02,1e-04,0,115.4,180.7,132,304.8,246.2,263.1,328.1
Htra1,1853,2499.5,1368.1,0.548,-0.9,0.18,-4.74,2.1e-06,5.0e-02,2e-04,0,2875.3,1973.5,2649.6,1205.7,1220,1569.3,1477.5
Adm,177,262,113.2,0.436,-1.2,0.25,-4.74,2.2e-06,5.1e-02,2e-04,0,269.6,237.9,278.6,111,94.1,165.4,82.5
Vegfa,1447.4,976.6,1800.4,1.846,0.9,0.19,4.74,2.2e-06,5.1e-02,2e-04,0,935.3,1184.6,810,1516.8,1850.3,2132.6,1701.8
Gfod1,47.5,24.6,64.6,2.652,1.4,0.3,4.73,2.3e-06,5.3e-02,2e-04,0,24,30.5,19.4,61.8,70.6,62,64
Celf4,196.4,95.8,271.9,2.834,1.5,0.32,4.73,2.3e-06,5.4e-02,2e-04,0,162.5,71.3,53.5,253.5,291.7,270.8,271.6
Inava,122.6,68.2,163.3,2.434,1.3,0.27,4.73,2.3e-06,5.4e-02,2e-04,0,52.6,90.3,61.6,157.1,112.9,187.8,195.6
Nkd1,586.6,349.2,764.7,2.189,1.1,0.24,4.72,2.3e-06,5.5e-02,2e-04,0,471.8,311.7,264.1,881,671.1,599.1,907.5
Gas6,3137.7,4442.1,2159.5,0.486,-1,0.22,-4.72,2.3e-06,5.5e-02,2e-04,0,5877.1,2996.5,4452.6,1859.3,2402.3,2149.8,2226.5
Plekha6,39.5,65.2,20.2,0.309,-1.7,0.36,-4.71,2.4e-06,5.8e-02,2e-04,0,60.9,47.1,87.5,29.3,15.7,19.2,16.7
C1qtnf7,389.2,597.6,233,0.392,-1.4,0.29,-4.7,2.6e-06,6.1e-02,2e-04,0,600.2,408.4,784.1,198,163.1,351.3,219.7
Ubash3b,199.1,105.4,269.4,2.577,1.4,0.29,4.7,2.6e-06,6.1e-02,2e-04,0,98.8,156.5,60.8,238.8,312,221,305.9
Zfpm1,527.9,326.1,679.2,2.09,1.1,0.23,4.7,2.6e-06,6.2e-02,2e-04,0,343.5,416.1,218.7,716.5,611.5,603.6,785.1
Csf2rb2,92.6,161.5,41,0.259,-2,0.42,-4.7,2.6e-06,6.2e-02,2e-04,0,178.2,106.9,199.3,25.1,28.2,83.7,26.9
Slc7a8,207,292.8,142.7,0.49,-1,0.22,-4.7,2.6e-06,6.2e-02,2e-04,0,340.7,237.9,299.7,167.6,108.2,163.5,131.6
Thbs3,709.7,1015,480.8,0.472,-1.1,0.23,-4.69,2.7e-06,6.3e-02,2e-04,0,966.7,1035.7,1042.5,345.7,700.9,473.3,403.2
Csf2rb,86.8,149.2,40,0.271,-1.9,0.4,-4.67,3.0e-06,7.1e-02,2e-04,0,183.7,119.6,144.2,11.5,34.5,60,53.8
Ccn5,464.4,638.7,333.8,0.525,-0.9,0.2,-4.66,3.2e-06,7.5e-02,2e-04,0,686,591.7,638.3,371.9,227.4,372.4,363.4
Tspan7,58.4,26.1,82.6,3.227,1.7,0.36,4.66,3.2e-06,7.5e-02,2e-04,0,32.3,33.1,13,100.6,58,70.9,101
Cd2ap,230.9,147.8,293.2,1.981,1,0.21,4.66,3.2e-06,7.6e-02,2e-04,0,183.7,146.3,113.4,301.7,324.6,249.1,297.5
Sash1,170.4,252,109.3,0.431,-1.2,0.26,-4.65,3.3e-06,7.8e-02,2e-04,0,265.9,169.2,320.8,95.3,134.9,120.7,86.2
Syt5,34.3,13,50.3,4.055,2,0.43,4.65,3.4e-06,8.0e-02,2e-04,0,11.1,22.9,4.9,46.1,62.7,43.4,49.1
Cblb,259.8,168.1,328.5,1.948,1,0.21,4.65,3.4e-06,8.0e-02,2e-04,0,192.1,164.1,148.2,260.8,404.6,300.2,348.5
Gm57766,93.3,50.8,125.2,2.471,1.3,0.28,4.64,3.5e-06,8.2e-02,2e-04,0,38.8,64.9,48.6,126.7,155.2,87.5,131.6
Ltbp1,99.1,153.6,58.2,0.381,-1.4,0.3,-4.64,3.5e-06,8.3e-02,2e-04,0,177.3,91.6,192,53.4,50.2,76.6,52.8
Cyp51,249.7,163.5,314.4,1.941,1,0.21,4.63,3.6e-06,8.6e-02,2e-04,0,142.2,213.8,134.5,326.8,277.5,327,326.3
Calcb,81.4,37.5,114.4,3.056,1.6,0.35,4.63,3.7e-06,8.7e-02,2e-04,0,62.8,29.3,20.3,92.2,116,133.5,115.9
Vwa1,140.9,215.2,85.1,0.399,-1.3,0.29,-4.62,3.8e-06,8.9e-02,2e-04,0,233.6,188.3,223.6,48.2,83.1,125.8,83.4
Synm,27.6,45.8,14,0.309,-1.7,0.37,-4.62,3.8e-06,9.0e-02,2e-04,0,49.9,35.6,51.8,16.8,11,15.3,13
Amotl2,333.9,487.4,218.8,0.45,-1.2,0.25,-4.62,3.9e-06,9.1e-02,2e-04,0,427.5,377.9,656.9,196.9,207,293.2,178
Dapk1,280.2,409.3,183.3,0.447,-1.2,0.25,-4.62,3.9e-06,9.2e-02,2e-04,0,497.7,286.3,443.9,125.7,221.1,207.6,178.9
Vat1l,28.1,9.4,42.1,4.461,2.2,0.47,4.62,3.9e-06,9.2e-02,2e-04,0,17.5,7.6,3.2,36.7,43.9,46,41.7
Kcnq4,34.4,57,17.5,0.302,-1.7,0.37,-4.61,4.0e-06,9.4e-02,3e-04,0,59.1,40.7,71.3,10.5,23.5,21.1,14.8
Ksr1,254.4,342.5,188.3,0.549,-0.9,0.19,-4.6,4.3e-06,1.0e-01,3e-04,0,326.9,334.6,366.1,147.7,214.8,212,178.9
Klhdc8a,27.4,10.9,39.8,3.776,1.9,0.42,4.59,4.5e-06,1.1e-01,3e-04,0,7.4,16.5,8.9,34.6,34.5,39,51
Pamr1,227.3,381.8,111.5,0.291,-1.8,0.39,-4.58,4.7e-06,1.1e-01,3e-04,0,464.4,190.9,490.1,68.1,159.9,157.8,60.3
Slc15a3,39.1,63.2,21.1,0.334,-1.6,0.35,-4.57,4.8e-06,1.1e-01,3e-04,0,61.9,72.5,55.1,12.6,28.2,26.8,16.7
Ebf3,89,140.5,50.4,0.359,-1.5,0.32,-4.57,4.8e-06,1.1e-01,3e-04,0,161.6,113.2,146.6,29.3,62.7,73.4,36.2
Ccl11,580.9,904.9,337.9,0.374,-1.4,0.31,-4.57,4.9e-06,1.1e-01,3e-04,0,685.1,828.3,1201.3,512.2,172.5,315.5,351.3
Nudt17,33.1,14.6,47,3.194,1.7,0.37,4.57,4.9e-06,1.2e-01,3e-04,0,18.5,14,11.3,45,54.9,37,51
Cryaa,53.6,29.7,71.5,2.441,1.3,0.28,4.56,5.0e-06,1.2e-01,3e-04,0,27.7,33.1,28.4,63.9,65.9,84.9,71.4
Pcnx2,41.7,14.9,61.7,4.122,2,0.45,4.56,5.2e-06,1.2e-01,3e-04,0,19.4,16.5,8.9,58.7,84.7,27.5,76
Raet1e,40.9,19.6,56.8,2.916,1.5,0.34,4.54,5.5e-06,1.3e-01,3e-04,0,24.9,17.8,16.2,63.9,39.2,60,64
Lrrc2,25.4,9.9,37.1,3.951,2,0.44,4.54,5.6e-06,1.3e-01,3e-04,0,7.4,16.5,5.7,36.7,36.1,33.9,41.7
Gapdh,111.6,71.5,141.6,1.988,1,0.22,4.54,5.7e-06,1.4e-01,3e-04,0,72.9,68.7,72.9,123.6,131.7,169.3,141.8
Csf1,1490.2,2039,1078.6,0.53,-0.9,0.2,-4.53,5.8e-06,1.4e-01,3e-04,0,1920.6,2379.4,1816.9,1072.6,826.4,1403.2,1012.2
Pla2g15,329.9,447.9,241.3,0.538,-0.9,0.2,-4.53,5.8e-06,1.4e-01,3e-04,0,507.8,423.7,412.3,180.2,274.4,273.4,237.3
Cdh3,82.4,41.5,113,2.723,1.4,0.32,4.53,6.0e-06,1.4e-01,4e-04,0,59.1,39.4,25.9,106.8,119.2,82.4,143.7
Rnf128,21.7,6.6,33.1,5.102,2.4,0.52,4.52,6.1e-06,1.4e-01,4e-04,0,11.1,6.4,2.4,34.6,22,31.3,44.5
Cebpd,1277.1,1782.7,898,0.503,-1,0.22,-4.51,6.4e-06,1.5e-01,4e-04,0,2035.1,1203.7,2109.3,785.6,1063.2,941.4,801.8
Castor2,110.5,152.9,78.8,0.519,-0.9,0.21,-4.5,6.8e-06,1.6e-01,4e-04,0,161.6,155.2,141.8,92.2,64.3,79.8,78.8
Gdf10,347.3,554.4,192,0.346,-1.5,0.34,-4.5,6.9e-06,1.6e-01,4e-04,0,380.4,327,955.8,160.3,164.6,184.6,258.6
Sox9,237.6,151.7,302,1.997,1,0.22,4.49,7.1e-06,1.7e-01,4e-04,0,119.1,175.6,160.4,229.4,330.9,357.7,290.1
Gjb4,83,38.8,116.1,3.054,1.6,0.36,4.49,7.1e-06,1.7e-01,4e-04,0,47.1,52.2,17,97.4,86.2,131.6,149.2
Ablim1,223.6,342.2,134.7,0.392,-1.4,0.3,-4.48,7.3e-06,1.7e-01,4e-04,0,398.9,178.1,449.6,110,159.9,155.8,113.1
Pla1a,1662.3,2619,944.7,0.361,-1.5,0.33,-4.48,7.4e-06,1.7e-01,4e-04,0,3301.9,1697.4,2857.7,758.4,738.6,1658.1,623.8
C1ra,1838.5,2637.2,1239.5,0.47,-1.1,0.24,-4.48,7.6e-06,1.8e-01,4e-04,0,3029.5,2000.2,2882,956.4,1345.4,1711.7,944.5
Defb48,12.1,1.6,19.9,12.288,3.6,0.81,4.47,7.8e-06,1.8e-01,4e-04,0,0,2.5,2.4,28.3,15.7,13.4,22.2
Islr2,53.4,85.7,29.2,0.345,-1.5,0.34,-4.47,7.8e-06,1.8e-01,4e-04,0,68.3,91.6,97.2,33.5,25.1,42.2,15.8
Glipr2,775.6,1043,575.1,0.553,-0.9,0.19,-4.47,7.8e-06,1.8e-01,4e-04,0,867.9,1273.7,987.4,520.6,515.9,699.4,564.5
Snhg11,74.3,117.6,41.8,0.355,-1.5,0.33,-4.47,7.9e-06,1.8e-01,4e-04,0,177.3,77.6,98,41.9,43.9,51.7,29.7
Dnm3os,58.9,92.4,33.7,0.358,-1.5,0.33,-4.47,7.9e-06,1.9e-01,4e-04,0,70.2,81.4,125.6,41.9,42.3,29.4,21.3
Hexim1,350.3,498.6,239.1,0.476,-1.1,0.24,-4.47,8.0e-06,1.9e-01,4e-04,0,486.6,456.8,552.4,214.7,359.1,195.4,187.2
Foxj1,38.8,68.3,16.8,0.254,-2,0.44,-4.46,8.2e-06,1.9e-01,5e-04,0,61.9,99.2,43.7,13.6,14.1,30,9.3
S100a13,1629.7,2100.3,1276.8,0.609,-0.7,0.16,-4.46,8.3e-06,2.0e-01,5e-04,0,1849.5,2296.7,2154.6,1176.4,1149.4,1516.9,1264.3
Ahsg,178.4,272.9,107.6,0.397,-1.3,0.3,-4.45,8.5e-06,2.0e-01,5e-04,0,312.1,215,291.6,78.6,101.9,173.7,76
Crip2,467.5,620.6,352.6,0.571,-0.8,0.18,-4.45,8.6e-06,2.0e-01,5e-04,0,584.5,628.6,648.8,300.6,312,444.5,353.2
Rrad,81.4,132.8,42.9,0.32,-1.6,0.37,-4.44,8.9e-06,2.1e-01,5e-04,0,158.8,110.7,128.8,19.9,65.9,58.8,26.9
Frrs1,265.9,181.7,329,1.801,0.8,0.19,4.44,9.2e-06,2.2e-01,5e-04,0,199.4,178.1,167.7,305.9,406.1,278.5,325.4
Ogfrl1,156.4,234.8,97.6,0.416,-1.3,0.29,-4.42,9.7e-06,2.3e-01,5e-04,0,164.4,182,358,90.1,87.8,106.7,105.7
Slco3a1,297.6,403.3,218.4,0.545,-0.9,0.2,-4.42,9.9e-06,2.3e-01,5e-04,0,378.6,393.2,438.2,202.2,167.8,272.7,230.8
Smox,54,30,72,2.432,1.3,0.29,4.42,1.0e-05,2.4e-01,5e-04,0,33.2,35.6,21.1,79.6,70.6,66.4,71.4
Septin11,633.3,796.5,510.8,0.642,-0.6,0.14,-4.42,1.0e-05,2.4e-01,5e-04,0,714.7,819.4,855.4,538.4,465.7,517.3,521.9
C1qtnf2,174,241.8,123.2,0.515,-1,0.22,-4.41,1.0e-05,2.4e-01,5e-04,0,214.2,272.3,239,115.2,103.5,161,113.1
Prelp,2191,3123.9,1491.3,0.478,-1.1,0.24,-4.4,1.1e-05,2.6e-01,6e-04,0,3361,3105.9,2904.7,1176.4,1282.7,2303.1,1203.1
L3mbtl1,12.9,25.3,3.5,0.145,-2.8,0.63,-4.4,1.1e-05,2.6e-01,6e-04,0,17.5,35.6,22.7,2.1,4.7,6.4,0.9
Scg3,9,18.9,1.6,0.085,-3.6,0.81,-4.4,1.1e-05,2.6e-01,6e-04,0,25.9,8.9,21.9,0,1.6,1.9,2.8
Npl,145.5,86.4,189.9,2.194,1.1,0.26,4.4,1.1e-05,2.6e-01,6e-04,0,124.7,67.4,67.2,167.6,181.9,217.2,192.8
Smim3,407.5,264.1,515,1.959,1,0.22,4.39,1.2e-05,2.7e-01,6e-04,0,206.8,332.1,253.5,584.5,376.3,540.3,558.9
Comp,26,43.7,12.7,0.282,-1.8,0.42,-4.38,1.2e-05,2.8e-01,6e-04,0,30.5,38.2,62.4,12.6,15.7,9.6,13
Adamts8,28.5,51.6,11.2,0.233,-2.1,0.48,-4.38,1.2e-05,2.8e-01,6e-04,0,59.1,49.6,46.2,8.4,1.6,21.7,13
Osr2,439.8,718.2,231.1,0.323,-1.6,0.37,-4.38,1.2e-05,2.8e-01,6e-04,0,608.5,632.4,913.7,156.1,180.3,459.9,127.9
Anpep,130,181.8,91.2,0.504,-1,0.23,-4.38,1.2e-05,2.8e-01,6e-04,0,145,192.1,208.2,99.5,84.7,104.7,76
C330020E22Rik,172.9,246.7,117.6,0.477,-1.1,0.24,-4.38,1.2e-05,2.8e-01,6e-04,0,312.1,179.4,248.7,110,117.6,146.3,96.4
Hpca,38.3,63.1,19.8,0.307,-1.7,0.39,-4.37,1.2e-05,2.9e-01,6e-04,0,60.9,52.2,76.1,8.4,31.4,23.6,15.8
Id2,297.4,450.4,182.6,0.406,-1.3,0.3,-4.37,1.2e-05,2.9e-01,6e-04,0,589.1,222.7,539.5,181.2,145.8,206.9,196.5
Fbxl18,107.3,152.2,73.6,0.479,-1.1,0.24,-4.37,1.2e-05,2.9e-01,6e-04,0,126.5,170.5,159.6,54.5,95.7,69,75.1
Igsf10,60.4,90.7,37.6,0.419,-1.3,0.29,-4.36,1.3e-05,3.1e-01,7e-04,0,76.6,99.2,96.4,42.9,36.1,46.6,25
Antxr2,286.3,422.7,183.9,0.437,-1.2,0.27,-4.35,1.3e-05,3.1e-01,7e-04,0,399.8,296.5,571.9,183.3,142.7,258.7,151.1
Flt1,96.8,51,131.2,2.555,1.4,0.31,4.35,1.3e-05,3.2e-01,7e-04,0,53.6,45.8,53.5,116.3,145.8,77.3,185.4
Etv4,171.5,87.3,234.7,2.724,1.4,0.33,4.35,1.4e-05,3.3e-01,7e-04,0,73.9,142.5,45.4,269.2,180.3,205.7,283.6
Tgfbr2,1562.5,2029.8,1211.9,0.598,-0.7,0.17,-4.34,1.4e-05,3.3e-01,7e-04,0,2098.8,1853.9,2136.8,1237.1,995.7,1485,1129.9
Card10,69.9,102.3,45.6,0.441,-1.2,0.27,-4.34,1.4e-05,3.4e-01,7e-04,0,118.2,71.3,117.5,42.9,47,41.5,51
Hsd11b1,561.6,810.3,375.1,0.463,-1.1,0.26,-4.34,1.4e-05,3.4e-01,7e-04,0,617.7,716.4,1096.8,509.1,283.8,392.2,315.2
Prkcd,325.6,234.8,393.7,1.687,0.8,0.17,4.33,1.5e-05,3.5e-01,7e-04,0,222.5,278.7,203.3,411.7,352.8,406.2,404.1
Atf5,1555.9,2041.8,1191.5,0.584,-0.8,0.18,-4.33,1.5e-05,3.5e-01,7e-04,0,1882.7,2043.5,2199.2,1141.8,981.6,1520.1,1122.5
Ntrk1,429.7,644.5,268.6,0.418,-1.3,0.29,-4.33,1.5e-05,3.5e-01,7e-04,0,730.4,604.4,598.6,172.8,243.1,447.1,211.3
Ptprb,21.2,4.9,33.5,7.407,2.9,0.67,4.33,1.5e-05,3.5e-01,7e-04,0,3.7,10.2,0.8,46.1,18.8,17.2,51.9
Acvrl1,614.1,843.7,441.8,0.524,-0.9,0.22,-4.33,1.5e-05,3.6e-01,7e-04,0,826.4,953,751.7,312.2,523.7,538.4,393
Thsd7a,48.7,73.9,29.8,0.403,-1.3,0.3,-4.32,1.5e-05,3.6e-01,8e-04,0,70.2,64.9,86.7,18.9,32.9,33.2,34.3
Apod,354.1,576.2,187.5,0.325,-1.6,0.38,-4.32,1.5e-05,3.6e-01,8e-04,0,577.1,377.9,773.6,365.6,120.7,124.5,139
Rhbdf2,70,35,96.3,2.756,1.5,0.34,4.32,1.6e-05,3.7e-01,8e-04,0,40.6,43.3,21.1,81.7,144.3,78.6,80.6
Gjb5,342,177.9,465,2.626,1.4,0.32,4.3,1.7e-05,4.1e-01,8e-04,0,201.3,257,75.3,407.5,490.8,407.5,554.3
Srgn,189.5,302.7,104.6,0.349,-1.5,0.35,-4.29,1.8e-05,4.1e-01,8e-04,0,270.5,209.9,427.7,75.4,59.6,177.6,105.7
Poglut3,269.8,345.2,213.3,0.62,-0.7,0.16,-4.29,1.8e-05,4.1e-01,8e-04,0,373,325.7,337,224.2,189.7,222.3,216.9
Lysmd2,91.7,140,55.5,0.397,-1.3,0.31,-4.29,1.8e-05,4.2e-01,9e-04,0,147.7,80.2,192,47.1,50.2,69,55.6
Clcf1,209.5,141.5,260.5,1.853,0.9,0.21,4.28,1.9e-05,4.5e-01,9e-04,0,149.6,159,115.8,315.3,224.2,270.8,231.7
Gdf15,48.4,74.6,28.7,0.388,-1.4,0.32,-4.28,1.9e-05,4.5e-01,9e-04,0,84,66.2,73.7,31.4,26.7,39,17.6
Fgd5,209.4,281.6,155.2,0.556,-0.8,0.2,-4.27,1.9e-05,4.5e-01,9e-04,0,301.9,299,243.8,148.7,138,192.2,141.8
Fndc5,269.2,438.1,142.6,0.327,-1.6,0.38,-4.27,1.9e-05,4.6e-01,9e-04,0,482.9,313,518.4,74.4,130.2,274,91.8
Unc5b,485.1,252.3,659.7,2.624,1.4,0.33,4.27,2.0e-05,4.6e-01,9e-04,0,174.5,414.8,167.7,821.2,570.8,441.3,805.5
Map3k1,41.5,17.6,59.4,3.304,1.7,0.4,4.27,2.0e-05,4.7e-01,9e-04,0,14.8,17.8,20.3,47.1,97.2,35.8,57.5
Hoxc6,50.9,21.2,73.3,3.4,1.8,0.41,4.26,2.0e-05,4.7e-01,9e-04,0,30.5,15.3,17.8,88,90.9,32.6,81.6
Garin4,81.6,139.5,38.2,0.267,-1.9,0.45,-4.26,2.0e-05,4.7e-01,9e-04,0,193.9,76.3,148.2,28.3,75.3,34.5,14.8
Adgrf4,11.2,2.2,18,8.004,3,0.7,4.26,2.0e-05,4.7e-01,9e-04,0,3.7,1.3,1.6,18.9,17.2,17.2,18.5
Bloc1s1,620.9,829.1,464.8,0.561,-0.8,0.2,-4.26,2.0e-05,4.8e-01,9e-04,0,879,680.7,927.5,389.7,445.3,587.6,436.6
Eif4e3,111.1,150,81.8,0.544,-0.9,0.21,-4.25,2.1e-05,4.9e-01,0.001,0,151.4,137.4,161.2,91.1,81.5,84.3,70.4
Cdkn1c,203.8,324.2,113.5,0.349,-1.5,0.36,-4.25,2.1e-05,5.0e-01,0.001,0,197.6,217.6,557.3,79.6,149,130.9,94.5
1700017B05Rik,251.7,181.1,304.7,1.682,0.8,0.18,4.25,2.1e-05,5.0e-01,0.001,0,195.7,189.6,158,271.3,338.7,291.9,317
Speg,207.7,133.8,263.2,1.971,1,0.23,4.25,2.2e-05,5.1e-01,0.001,0,160.7,147.6,93.2,277.6,271.3,214.6,289.2
Nid1,2623,3459.6,1995.6,0.577,-0.8,0.19,-4.25,2.2e-05,5.1e-01,0.001,0,3105.2,3055,4218.6,1848.9,1695.1,2435.3,2003.1
Hdc,339.5,161.9,472.6,2.922,1.5,0.36,4.24,2.2e-05,5.3e-01,0.001,0,264.1,164.1,57.5,426.3,528.4,395.4,540.4
Septin8,460.1,599.7,355.3,0.592,-0.8,0.18,-4.24,2.3e-05,5.3e-01,0.001,0,530,596.8,672.3,312.2,385.7,412,311.4
Kctd17,1184.6,1466.8,973,0.664,-0.6,0.14,-4.24,2.3e-05,5.3e-01,0.001,0,1304.7,1660.5,1435.3,949,975.3,978.5,989
Atp1a2,96.2,144.8,59.8,0.403,-1.3,0.31,-4.23,2.3e-05,5.4e-01,0.001,0,127.4,109.4,197.6,58.7,89.4,47.3,43.6
Plxdc2,961.1,1347.8,671.1,0.498,-1,0.24,-4.23,2.3e-05,5.4e-01,0.001,0,1358.2,1029.4,1655.7,476.6,732.3,877.6,597.9
Fgf7,103.1,158.3,61.6,0.394,-1.3,0.32,-4.23,2.3e-05,5.5e-01,0.001,0,151.4,105.6,217.9,59.7,40.8,89.4,56.5
Sectm1a,22.1,38.8,9.6,0.248,-2,0.48,-4.23,2.4e-05,5.5e-01,0.0011,0,50.8,24.2,41.3,7.3,12.5,14.1,4.6
Islr,3838.1,5506.1,2587.1,0.47,-1.1,0.26,-4.23,2.4e-05,5.6e-01,0.0011,0,5380.3,5154.5,5983.6,2013.3,2115.3,4169.4,2050.4
Ecm2,89.5,149.5,44.5,0.298,-1.7,0.41,-4.23,2.4e-05,5.6e-01,0.0011,0,127.4,70,251.1,26.2,45.5,66.4,39.9
Plek2,44.9,19.5,64,3.349,1.7,0.41,4.21,2.5e-05,5.9e-01,0.0011,0,29.5,21.6,7.3,50.3,51.7,79.8,74.2
Ltbp4,1285.4,1668.4,998.2,0.598,-0.7,0.18,-4.21,2.5e-05,5.9e-01,0.0011,0,1809.8,1379.3,1816.1,870.5,948.7,969.5,1204.1
Htra3,3373.5,4648.4,2417.3,0.52,-0.9,0.22,-4.21,2.6e-05,6.1e-01,0.0011,0,4503.2,4305.8,5136.3,1924.3,1991.5,3533.3,2220
Krt23,31.8,15.5,44.1,2.945,1.6,0.37,4.2,2.6e-05,6.2e-01,0.0012,0,13.9,20.4,12.2,38.8,40.8,56.2,40.8
Tril,67.3,96.6,45.5,0.472,-1.1,0.26,-4.2,2.7e-05,6.2e-01,0.0012,0,78.5,104.3,106.9,40.9,48.6,52.4,39.9
Fmo1,75,121.9,39.8,0.329,-1.6,0.38,-4.2,2.7e-05,6.2e-01,0.0012,0,110.8,59.8,195.2,36.7,28.2,54.3,39.9
Crocc2,124.9,196.7,71,0.359,-1.5,0.35,-4.2,2.7e-05,6.2e-01,0.0012,0,205.9,147.6,236.5,32.5,105.1,94.5,51.9
Dpp4,267.6,403.4,165.8,0.412,-1.3,0.3,-4.19,2.7e-05,6.4e-01,0.0012,0,459.8,277.4,473,133,152.1,265.7,112.2
Zfp423,41.2,63,24.8,0.406,-1.3,0.31,-4.18,2.9e-05,6.9e-01,0.0013,0,61.9,68.7,58.3,26.2,17.2,32.6,23.2
Tmcc2,69.7,97.2,49.1,0.509,-1,0.23,-4.18,3.0e-05,7.0e-01,0.0013,0,93.3,98,100.4,46.1,45.5,53,51.9
Arl4c,286.7,138.3,398,2.9,1.5,0.37,4.17,3.0e-05,7.0e-01,0.0013,0,65.6,257,92.3,399.1,315.2,392.8,484.8
