ensembl_transcript_id,control_1,control_2,control_3,knockdown_1,knockdown_2,knockdown_3
NM_001113550.1,0,0,0,0,0,0
NM_001113553.1,155.266,194.057,121.073,149.223,138.458,122.548
NM_001113554.1,66,144,137,150.003,100,95
NM_001113556.1,0,0,0,0,0,0
NM_001113558.2,0,0,0,0,0,0
NM_001113559.2,0,0,0,0,0,0
NM_001113560.1,39.28,29.69,55.383,58.376,28.229,40.92
NM_001113562.1,0,0,0,1.122,0,1.165
NM_001113563.2,53,73,45,39.998,63.889,31
NM_001113564.1,781.759,834.945,967.254,428.738,748.828,40.6
NM_001113565.1,1762.171,1385.236,1348.134,1556.527,1937.378,1138.461
NM_001113566.1,2097.07,3764.819,2338.931,1691.41,2571.195,1993.939
NM_001113569.1,0,0,0,16.662,0,0
NM_001113573.1,468.759,494.088,395.186,369.945,477.834,324.972
NM_001113574.1,0,0,0,0,0,0
NM_001113734.1,0,0,0,0,0,0
NM_001113735.1,0,0,0,1,0,0
NM_001113736.2,0,0,0,0,0,0
NM_001114079.2,0,0,0,0,0,0
NM_001114084.1,0,1,0,0,0,0
NM_001114085.1,175.92,222.799,137.76,186.84,151.895,129.864
NM_001114087.2,0,0,0,0,0,0
NM_001114088.2,320.543,396.545,349.094,288.541,286.894,228
NM_001114096.1,0,0,0,0,0,0
NM_001114097.1,0,0,0,0,0,0
NM_001114098.2,0,0,0,0,0,0
NM_001114116.2,0,1,2,2,0,0
NM_001114119.1,0,0,0,0,0,9.493
NM_001114124.2,0,0,0,0,0,0
NM_001114125.1,0,0,0,0,0,0
NM_001114131.1,0,0,0,0,0,0
NM_001114140.1,0,0,0,0,0,0
NM_001114153.1,0,0,0,0,0,0
NM_001114157.1,0,0,0,0,0,0
NM_001114174.1,1,3,7,3,6,3
NM_001114179.1,1,3,1,0,0,1
NM_001114311.1,0,0,0,0,0,0
NM_001114312.1,0,0,0,0,0,0
NM_001114322.1,0,0,0,0,0,0
NM_001114328.2,0,0,0,0,0,0
NM_001114332.1,0,0,0,0,0,0
NM_001114333.2,0,0,0,0,0,0
NM_001114334.2,8.304,0,3.091,13.011,0,12.455
NM_001114339.2,0,0,0,0,6.195,0
NM_001114347.1,0,0,0,0,0,0
NM_001114361.1,0,0,0,0,0,0
NM_001114362.1,0,0,0,0,0,0
NM_001114383.1,0,0,0,0,0,0
NM_001114385.1,0,0,0,0,0,0
NM_001114386.2,0,0,0,0,0,0
NM_001114399.2,0,0,0,0,0,0
NM_001114400.2,0,0,0,0,0,0
NM_001114529.1,0,0,0,0,0,0
NM_001114541.2,0,0,0,0,0,0
NM_001114595.1,571.27,748.803,538.747,556.085,577.284,425.979
NM_001114596.1,0,0,0,0,0,0
NM_001114597.1,3.751,0,0,3.752,3.751,0
NM_001114609.2,0,0,0,0,0,0
NM_001114611.1,0,0,0,0,0,0
NM_001114612.1,0,0,0,0,0,0
NM_001114613.1,0,0,0,0,0,0
NM_001114637.1,93.724,90.12,74.613,71.85,90.407,42.842
NM_001114660.2,0,17,25,35,0,0
NM_001114662.1,12.078,8.41,0,6.957,15.394,12.023
NM_001114663.1,0,0,0,0,0,0
NM_001114664.3,0,0,0,0,0,0
NM_001114665.2,0,0,0,0,0,0
NM_001114678.1,0,0,0,0,0,0
NM_001114679.1,0,0,0,0,1,0
NM_001114754.1,0,0,0,0,0,0
NM_001114879.3,0,26.627,25.157,0,20.786,20.14
NM_001114977.1,0,0,0,0,0,0
NM_001115010.1,0,0,0,0,0,0
NM_001115018.2,123,161,104,143,102,86
NM_001115074.2,0,0,0,0,0,0
NM_001115075.2,0,0,0,0,0,0
NM_001115077.1,0,0,0,0,0,0
NM_001115085.1,0,0,0,0,0,0
NM_001115087.1,64,88,56,102,79,62
NM_001115130.1,0,0,0,0,0,0
NM_001115132.3,0,0,0,0,0,0
NM_001115149.1,0,0,0,0,0,0
NM_001115150.1,0,0,0,0,0,0
NM_001115151.1,152.255,148.091,168,172.75,142,95.114
NM_001115153.1,2.745,0,0,0,0,0
NM_001115154.2,0,0,0,0,0,0
NM_001122594.2,35,31,18,40,52,23
NM_001122595.1,0,0,0,0,0,0
NM_001122596.1,0,0,0,0,0,0
NM_001122603.1,0.977,0.982,0,0.986,1.944,0.808
NM_001122604.2,0,0,0,0,0,0
NM_001122605.2,0,0,0,0,0,0
NM_001122639.3,0,0,1,0,1,3
NM_001122640.1,0,0,0,0,0,0
NM_001122641.1,142,161,209,192,159,90
NM_001122642.1,0,0,0,0,0,0
NM_001122643.1,0,0,0,0,0,0
NM_001122647.1,0,0,0,0,0,0
NM_001122660.1,14.926,23.373,7.528,7.441,7.157,2.108
NM_001122661.1,0,0,0,0,0,0
NM_001122662.1,0,0,0,0,0,0
NM_001122666.2,244.372,312.226,327.534,146.544,306.765,180.121
NM_001122667.2,0,0,0,0,0,0
NM_001122668.1,0,0,0,0,0,0
NM_001122675.1,0,0,0,0,4.474,0
NM_001122676.1,112,129,102,159,100.526,65
NM_001122678.2,0,0,0,0,0,0
NM_001122680.1,0,0,0,0,0,0
NM_001122682.1,0,0,0,0,0,0
NM_001122683.1,0,0,0,0,0,0
NM_001122685.1,0,0,0,0,0,0
NM_001122730.3,75.827,105.609,81.362,90.176,128.713,63.808
NM_001122732.2,0,0,0,0,0,0
NM_001122733.1,0,0,0,0,0,0
NM_001122734.1,0,0,0,0,0,0
NM_001122735.1,0,0,0,0,0,0
NM_001122736.2,0,0,0,0,0,0
NM_001122737.2,0,0,0,0,0,0
NM_001122738.1,0,6.979,0,0,0,0
NM_001122739.2,0,0,0,0,0,0
NM_001122754.2,0,0,0,0,0,0
NM_001122756.2,0,0,0,0,0,0
NM_001122758.2,0,0,16.538,0,0,0
NM_001122759.2,0,0,17.549,0,0,0
NM_001122765.2,5.473,24.642,0,0,5.471,0
NM_001122766.2,276.527,304.08,293,241.377,284.211,220
NM_001122767.1,54.219,75.084,41.861,61.397,53.38,37.675
NM_001122768.1,135,151,139,190,154,111
NM_001122780.1,0,0,0,0,0,0
NM_001122818.3,0,0,0,0,0,0
NM_001122820.1,0,0,0,0,0,0
NM_001122822.1,0,0,0,0,0,0
NM_001122829.3,0,0,0,0,0,0
NM_001122830.1,0,0,0,0,0,0
NM_001122832.1,0,0,0,0,0,0
NM_001122843.2,0,0,0,0,0,0
NM_001122850.2,0,0,0,0,0,0
NM_001122851.1,0,0,0,0,7.53,0
NM_001122873.2,0,0,0,0,0,0
NM_001122889.2,0,0,0,0,0,0
NM_001122892.1,0,0,0,0,0,0
NM_001122893.1,0,0,0,0,0,0
NM_001122895.1,48,52,45,17,47,18
NM_001122896.3,0,0,0,0,0,0
NM_001122897.3,0,0,0,0,0,0
NM_001122899.2,35.877,17.252,0,23.129,36.118,6.334
NM_001122948.2,0,0,0,0,0,0
NM_001122949.3,0,0,0,0,0,0
NM_001122950.3,0,0,0,0,0,0
NM_001122952.1,38,46,39,58,32,33
NM_001122953.1,0,0,0,0,0,0
NM_001122954.2,0,0,0,0,0,0
NM_001122958.2,0,0,0,0,0,0
NM_001122959.2,0,0,0,0,0,0
NM_001122960.1,110.974,0,0,0,161.979,110.998
NM_001122963.3,0,0,0,0,0,0
NM_001122977.1,0,0,0,0,0,0
NM_001122978.2,60,53,41,71,72,38
NM_001122982.3,0,0,0,0,0,0
NM_001122989.1,145.652,137.396,114.219,125.55,96.867,108
NM_001122992.1,0,0,0,0,0,0
NM_001122993.1,0,0,0,0,0,0
NM_001122997.3,0,0,0,0,0,0
NM_001122998.1,0,0,0,0,0,0
NM_001123037.2,263.113,263.977,226.409,407.258,308.79,232.404
NM_001123038.2,11.129,19.576,23.8,27.243,23.162,2.699
NM_001123327.3,77.688,78,90.625,130.745,85.886,60.884
NM_001123362.2,0,0,0,0,0,0
NM_001123367.1,0,0,0,0,0,0
NM_001123368.1,0,0,0,0,0,0
NM_001123370.1,0,8.357,7.275,10.674,13.013,10.35
NM_001123371.2,0,1.011,0,0,2,2
NM_001123372.1,4.101,5.104,3.586,5.326,5.03,1.032
NM_001123382.2,0,0,0,0,0,0
NM_001123386.1,0,68.832,51,62,54,43
NM_001126045.1,0,0,0,0,0,0
NM_001126046.2,0,0,0,0,0,0
NM_001126047.3,0,0,0,0,0,0
NM_001126182.2,48,34,33,107.003,74,62
NM_001126314.3,0,3,1,0,1,1
NM_001126315.3,0,0,0,0,0,0
NM_001126316.1,0,0,0,0,0,0
NM_001126317.1,0,0,0,0,0,0
NM_001126318.1,0,0,0,0,0,0
NM_001126320.2,0,0,0,0,0,0
NM_001126321.2,0,0,0,0,0,0
NM_001126322.1,0,0,0,0,0,0
NM_001126323.1,0,0,0,0,0,0
NM_001126324.2,0,0,0,0,1,0
NM_001126325.1,0,0,0,0,0,0
NM_001126326.2,0,0,0,0,0,0
NM_001126330.1,0,0,0,0,0,0
NM_001126331.1,0,0,0,0,0,0
NM_001126338.2,0,0,0,0,0,0
NM_001126487.1,0,0,0,0,0,0
NM_001126488.2,0,0,0,0,0,0
NM_001126489.2,0,0,0,0,0,0
NM_001126491.1,0,0,0,0,0,0
NM_001127169.1,0,0,0,0,0,0
NM_001127177.1,10.716,7.112,9.496,16.722,3.503,10.72
NM_001127188.2,0,0,0,0,0,0
NM_001127189.3,0,0,0,0,0,0
NM_001127191.2,0,0,14.226,69,75,0
NM_001127233.1,14.453,0,0,27.388,7.196,0
NM_001127259.1,0,0,0,0,0,0
NM_001127260.1,0,0,0,0,0,0
NM_001127261.1,0,0,0,0,0,0
NM_001127262.1,0,0,0,0,0,0
NM_001127263.1,0,0,0,0,0,0
NM_001127264.1,0,0,0,0,0,0
NM_001127265.1,0,0,0,0,0,0
NM_001127318.1,0,0,0,0,0,0
NM_001127324.2,4.096,4.063,2.121,1.032,3.14,4.09
NM_001127330.3,0,0,1.43,1.372,1.377,0
NM_001127338.1,0,8.31,0,0,0,0
NM_001127340.1,22,16.885,15,4.919,7.669,9
NM_001127346.2,156,189,124.417,241,155.91,111.382
NM_001127348.1,0,0,0,0,0,0
NM_001127349.1,0,0,4.295,0,4.107,0
NM_001127351.1,0,0,0,0,0,0
NM_001127353.4,0,0,0,0,0,0
NM_001127354.1,0,0,0,0,0,1
NM_001127355.1,50.768,0,0,18.029,0,4.3
NM_001127356.1,4.04,0,6.971,0,16.695,0
NM_001127363.1,88,0,0,0,0,0
NM_001127367.1,0,0,0,359.391,0,203.283
NM_001127376.1,0,0,0,0,0,0
NM_001127382.2,0,0,0,0,0,0
NM_001127576.2,0,0,0,0,0,0
NM_001127685.1,0,0,0,0,0,0
NM_001127686.1,0,0,0,0,0,0
NM_001127725.2,0,0,0,0,0,0
NM_001128080.2,0,0,0,0,0,0
NM_001128081.1,0,0,0,0,0,0
NM_001128082.1,0,0,0,0,0,0
NM_001128084.3,0,0,0,0,0,0
NM_001128086.3,0,0,0,0,0,0
NM_001128090.1,0,0,0,0,0,0
NM_001128091.1,0,0,0,0,0,0
NM_001128092.1,0,0,0,0,0,0
NM_001128093.2,0,0,0,0,0,0
NM_001128094.1,213.678,163.239,154.206,242.047,187.678,217
NM_001128096.1,34.322,32.761,67.794,34.953,98.322,0
NM_001128103.2,0,0,0,0,0,0
NM_001128132.1,0,0,0,0,0,0
NM_001128133.1,0,0,0,0,0,0
NM_001128145.1,0,0,0,0,0,0
NM_001128146.1,0,0,0,0,0,0
NM_001128151.2,0,0,0,0,0,0
NM_001128170.2,0,0,0,0,0,0
NM_001128171.2,0,0,0,0,0,0
NM_001128180.1,0,0,0,0,0,0
NM_001128181.1,0,0,0,0,0,1
NM_001128307.1,0,0,0,0,0,0
NM_001128308.1,0,0,0,0,0,0
NM_001128510.2,0,0,0,0,0,0
NM_001128597.2,0,0,0,8.139,8.178,0
NM_001128599.1,0,0,0,0,0,0
NM_001128601.1,0,0,0,0,0,0
NM_001128605.2,0,0,0,0,0,0
NM_001128606.1,0,0,0,0,0,0
NM_001128607.2,91.638,106.929,70,124,70.138,43.642
NM_001128609.2,0,0,0,0,0,0
NM_001128625.2,0,0,0,0,0,0
NM_001128634.1,0,0,2,0,0,0
NM_001129803.2,0,0,0,0,0,0
NM_001129804.2,0,0,0,0,0,0
NM_001129999.1,0,0,0,0,0,0
NM_001130000.1,0,0,0,0,0,0
NM_001130008.1,153.627,62.71,364.723,38.611,35.084,0
NM_001130030.1,0,2,0,1,2,1
NM_001130149.1,0,0,0,0,0,0
NM_001130150.2,0,0,0,0,0,0
NM_001130151.2,0,0,0,0,0,0
NM_001130152.2,0,0,0,0,0,0
NM_001130153.2,0,0,0,0,0,0
NM_001130163.1,0,26.979,22.341,0,0,0
NM_001130164.1,41.72,28.035,55.154,92.649,47.5,50.811
NM_001130165.2,0,0,0,15.84,0,0
NM_001130166.1,29.288,0,0,0,44.733,24.715
NM_001130169.1,0,0,0,0,0,0
NM_001130170.1,11.533,0,0,0,0,0
NM_001130171.1,0,0,0,0,0,0
NM_001130174.2,0,0,0,0,0,0
NM_001130175.2,0,0,0,0,0,0
NM_001130176.1,61.863,95,77,71,83,33.926
NM_001130177.2,0,0,0,0,0,0
NM_001130178.2,0,0,0,0,0,0
NM_001130179.2,0,0,0,0,0,0
NM_001130180.2,0,0,0,0,0,0
NM_001130181.2,0,0,0,0,0,0
NM_001130184.1,180,231,168,233,0,130
NM_001130185.1,0,0,0,0,240,0
NM_001130186.1,0,0,0,0,0,0
NM_001130187.1,0,0,0,0,0,0
NM_001130188.2,0,0,0,0,0,0
NM_001130189.2,0,0,0,0,0,0
NM_001130190.2,0,0,0,0,0,0
NM_001130191.2,0,0,0,0,0,0
NM_001130194.1,0,0,0,0,0,0
NM_001130408.2,3.579,0,0,0,0,0
NM_001130412.1,0,0,0,0,0,0
NM_001130416.2,0,0,0,0,0,0
NM_001130419.3,0,0,0,0,0,0
NM_001130443.2,0,0,0,0,0,0
NM_001130444.2,0,0,0,0,0,0
NM_001130450.1,28.538,24.269,5.638,15.702,23.149,4.027
NM_001130451.1,0,0,0,0,0,0
NM_001130452.1,0,0,0,0,0,0
NM_001130453.1,0,0,0,0,0,0
NM_001130454.1,0,0,0,0,0,0
NM_001130456.1,16,28,8,6,16,4
NM_001130457.2,13.671,11.228,18.127,3.919,12.052,3.945
NM_001130458.1,0,0,0,0,0,0
NM_001130459.1,139,141,108,109,194,137
NM_001130476.2,0,0,0,0,0,0
NM_001130477.2,0,0,0,0,0,0
NM_001130479.2,36,32,36,27.617,49,23
NM_001130484.1,189.524,136.968,470.817,239.726,160.069,189.363
NM_001130485.1,3283.226,3672.048,3343.927,5951.485,4465.593,2931.23
NM_001130513.1,0,0,0,0,0,0
NM_001130515.1,16,6.931,13.935,9.999,6.813,9.906
NM_001130516.1,0,0,0,0,0,0
NM_001130525.1,0,0,5.043,0,0,0
NM_001130526.1,0,0,0,0,0,0
NM_001130529.2,0,0,0,0,0,0
NM_001130693.3,0,0,0,0,0,0
NM_001130868.2,0,0,0,0,1.867,0
NM_001131020.1,0,0,0,0,0,0
NM_001131021.2,0,0,0,0,0,0
NM_001131054.3,0,0,0,0,0,0
NM_001131068.1,0,0,0,7.142,0,0
NM_001131069.1,9.2,18.081,20,13.858,32,24
NM_001134226.1,0,0,0,0,0,0
NM_001134299.1,0,0,0,0,0,0
NM_001134300.3,0,0,0,0,0,0
NM_001134383.2,0,0,0,0,0,0
NM_001134384.2,0,0,0,0,0,0
NM_001134385.2,0,0,0,0,0,0
NM_001134386.2,0,0,0,0,0,0
NM_001134391.2,0,0,0,0,0,0
NM_001134399.2,0,0,0,0,0,0
NM_001134426.1,5.955,4.513,5.13,6.31,1.336,2.37
NM_001134427.1,4.918,0,1.665,5.517,9.124,0
NM_001134457.1,2,1.183,3.965,7,4.973,3
NM_001134458.1,0,0,0,0,0,0
NM_001134459.2,0,0,0,0,0,0
NM_001134460.3,0,0,0,0,0,0
NM_001134461.2,1,0,1,1,0,0
NM_001134465.2,68.703,70.133,71.974,86.755,0,58.67
NM_001134474.1,0,0,0,3.52,0,0
NM_001134475.1,4,3,4,0,3,0
NM_001134480.1,13,6,5,7,16,13
NM_001134646.1,0,0,4.657,0,0,4.66
NM_001134660.1,0,0,0,0,0,0
NM_001134661.1,0,0,0,0,0,0
NM_001134692.2,27.24,28.641,23.33,43.844,17.064,9.83
NM_001134697.1,0,0,0,0,0,0
NM_001134717.2,23.324,31.354,27.185,31.673,26.531,19.06
NM_001134733.2,0,0,0,0,0,0
NM_001134741.1,0,0,0,0,0,0
NM_001134743.1,0,0,0,0,0,0
NM_001134752.2,0,0,0,0,0,0
NM_001134767.1,0,0,1.214,0,1.202,0
NM_001134791.2,199,202.715,208,242.846,182.768,120
NM_001134802.1,0,0.5,0.5,0,0,0.5
NM_001134829.2,0,0,0,0,0,0
NM_001134902.2,0,0,0,0,0,0
NM_001135001.2,0,0,0,0,0,0
NM_001135019.1,68,70,71,101,81,62
NM_001135093.1,0,0,0,0,0,0
NM_001135100.2,0,1.294,1,0,1.338,0
NM_001135112.1,232,218,247,254,208,116
NM_001135115.1,0,0,0,0,0,1
NM_001135127.2,0,0,0,0,0,0
NM_001135149.1,0,0,0,0,0,0
NM_001135150.1,0,0,0,0,0,0
NM_001135151.1,0,0,0,0,0,0
NM_001135152.1,0,0,0,0,0,0
NM_001135172.1,0,0,0,0,0,0
NM_001135192.1,0,0,0,0,0,0
NM_001135198.2,0,0,0,0,0,0
NM_001135559.1,47,57,54,63,54,30
NM_001135567.1,12.091,7.191,17.365,1.895,9.73,9.717
NM_001135568.1,5.787,3.772,8.648,3.802,0,0
NM_001135569.1,82.574,131.075,113.089,150.287,119.274,99.41
NM_001135577.2,46,72,66,70,67,53
NM_001135611.1,0,0,0,0,0,0
NM_001135657.1,0,0,0,0,0,0
NM_001135688.2,0,0,0,0,0,0
NM_001135689.2,0,0,0,0,0,0
NM_001135727.2,0,0,0,0,0,0
NM_001135728.2,0,0,0,0,0,0
NM_001135991.1,0,0,0,0,0,0
NM_001136054.3,0,0,0,0,0,0
NM_001136055.2,0,0,0,0,0,0
NM_001136056.4,0,0,0,0,0,0
NM_001136057.3,0,0,0,0,0,0
NM_001136058.2,0,0,0,0,0,0
NM_001136059.2,24,37,38,51,58,43
NM_001136060.2,0,0,0,0,0,0
NM_001136061.3,0,0,0,0,0,0
NM_001136062.2,271.634,317.956,140.898,133.652,173.361,120.484
NM_001136063.2,0,0,0,0,0,0
NM_001136064.3,0,0,0,0,0,0
NM_001136065.2,0,0,0,0,0,0
NM_001136066.2,2.631,0,3.647,6.533,9.492,1.078
NM_001136067.2,0,0,0,0,0,0
NM_001136068.2,0,0,0,0,0,0
NM_001136069.2,0,0,0,4.601,0,0
NM_001136070.2,0,0,0,0,0,0
NM_001136071.3,0,0,0,0,0,0
NM_001136072.2,0,0,0,0,0,0
NM_001136073.2,0,0,0,0,0,0
NM_001136074.3,0,0,0,0,0,0
NM_001136075.3,0,0,0,0,0,0
NM_001136076.2,0,0,0,0,0,0
NM_001136077.3,0,0,0,0,0,0
NM_001136079.2,0,0,0,0,0,0
NM_001136081.3,641,683,489,492,434,284
NM_001136082.2,0,0,0,78.965,0,0
NM_001136084.2,0,0,0,0,0,0
NM_001136085.3,0,0,67.975,0,0,0
NM_001136086.2,128,159,124,157,140.702,119
NM_001136087.2,0,0,0,0,0,0
NM_001136089.2,98.97,41.605,0,0,69.124,0
NM_001136090.3,0,0,0,0,0,0
NM_001136091.2,64,80,73,60,73,35
NM_001136104.1,292.499,439.009,378.769,335.754,328.133,177.38
NM_001136117.2,0,0,0,0,0,0
NM_001136181.1,0,0,0,0,0,0
NM_001136222.2,41.079,205.137,178.576,322.866,172.781,164.411
NM_001136226.2,0,0,0,0,0,0
NM_001136227.2,0,0,0,0,0,0
NM_001136235.1,0,0,0,0,0,0
NM_001136236.1,0,0,0,0,0,0
NM_001136237.1,0,0,0,0,0,0
NM_001136240.1,0,0,0,0,0,0
NM_001136259.2,0,0,0,0,0,0
NM_001136260.1,145,147,102,125,113,74
NM_001136270.1,61,65.975,69,84,75.91,58
NM_001136471.2,0,0,1.871,0,0,0
NM_001136476.1,0,0,0,0,0,0
NM_001136484.3,156.039,209,164,217.281,210,126
NM_001136496.1,11.607,17.006,14.046,14.429,14.014,11.903
NM_001136556.2,0,0,0,0,0,0
NM_001137547.1,0,0,0,0,0,1
NM_001139503.1,132.964,180.235,94.608,136.68,174.016,189
NM_001139504.1,49.464,105.765,74.067,96.32,0,0
NM_001139509.2,0,0,0,0,0,0
NM_001139511.2,0,0,0,4.719,4.277,0
NM_001139512.2,0,0,0,0,0,0
NM_001139513.2,0,0,0,0,0,0
NM_001139516.1,27.318,25,36.197,17.016,13.728,8
NM_001139519.1,0,0,0,0,1,0
NM_001139520.2,61.586,90.907,75.115,36.997,49.783,76
NM_001141921.2,0,0,0,0,0,0
NM_001141922.2,0,0,0,0,0,0
NM_001141924.2,0,0,0,0,0,0
NM_001141925.2,0,0,0,0,0,0
NM_001141927.1,0,0,0,0,0,0
NM_001141930.1,61,67,54,63,73,39
NM_001141931.1,0,0,264.794,83.131,0,68.486
NM_001141932.1,0,0,0,0,0,0
NM_001141933.1,0,0,0,0,0,0
NM_001141946.1,111.973,188.259,64.205,258.302,178.58,167
NM_001141948.2,0,15.498,0,0,0,0
NM_001141949.2,0,0,0,0,0,0
NM_001141950.2,0,0,0,0,0,0
NM_001141965.1,300,474,239,356.923,278,267
NM_001141971.1,49.031,110.855,102.171,103.275,105.367,64.325
NM_001141975.1,338,443,405,283.077,0,219
NM_001141976.1,0,0,0,0,0,0
NM_001141977.1,0,0,0,0,0,0
NM_001141978.1,0,0,0,0,347,0
NM_001141981.2,0,0,0,0,0,0
NM_001141982.2,0,0,0,0,0,0
NM_001141983.1,0,0,0,0,0,0
NM_001142322.2,0,0,0,0,0,0
NM_001142323.2,0,0,0,0,0,0
NM_001142335.2,0,0,0,0,0,0
NM_001142336.1,0,0,0,0,0,0
NM_001142337.2,0,0,0,0,0,0
NM_001142357.2,2.577,6.429,2.62,0,0,0
NM_001142410.1,0,0,0,0,0,0
NM_001142411.2,19.364,16.182,0,18.111,35.476,15.127
NM_001142441.1,621.539,784.733,927.13,789.678,749.175,605.819
NM_001142539.1,0,0,0,0,0,0
NM_001142570.1,0,0,0,0,0,0
NM_001142580.1,0,0,0,0,0,0
NM_001142581.1,0,2.283,0,0,0,0
NM_001142631.1,0,0,0,0,0,0
NM_001142642.1,0,0,0,0,0,0
NM_001142647.1,0,0,0,0,0,0
NM_001142655.1,0,41.941,117.028,24.561,25.173,25.334
NM_001142681.2,0,0,0,0,0,0
NM_001142690.2,0,0,0,0,0,0
NM_001142697.1,21.776,0,0,0,0,0
NM_001142698.1,0,1.084,0,1.258,0,0
NM_001142701.1,0,0,0,0,0,0
NM_001142706.2,91,102,0,0,71,41
NM_001142727.2,188,212.379,160.001,176,171.439,98.076
NM_001142728.1,0,0,0,0,0,0
NM_001142729.1,0,0,0,0,0,0
NM_001142731.1,1.53,0,0,0,0,0
NM_001142732.1,4.279,4.153,7.523,12.442,2.902,6.505
NM_001142734.1,0,0,0,0,0,0
NM_001142735.1,0,0,0,0,0,0
NM_001142736.1,0,0,0,0,0,0
NM_001142737.1,0,0,0,0,0,0
NM_001142738.1,0,0,0,0,0,0
NM_001142739.1,0,0,0,0,0,0
NM_001142740.1,0,0,0,0,0,0
NM_001142741.1,0,0,0,0,0,0
NM_001142742.1,0,0,0,0,0,0
NM_001142743.1,0,0,0,0,0,0
NM_001142744.1,0,0,0,0,0,0
NM_001142745.1,0,0,0,0,0,0
NM_001142746.1,0,0,0,0,0,0
NM_001142747.1,0,0,0,0,0,0
NM_001142748.1,0,0,0,0,0,0
NM_001142750.1,0,0,0,0,0,0
NM_001142760.1,0,0,0,0,0,0
NM_001142775.1,0,0,0,0,0,0
NM_001142781.1,0,0,0,0,0,0
NM_001142792.1,0,1,1,0,0,0
NM_001142804.2,0,0,0,0,0,0
NM_001142809.1,0,0,0,0,0,123
NM_001142810.1,163,148,139,172,166,0
NM_001142916.1,0,0,0,0,0,0
NM_001142918.2,0,0,0,0,0,0
NM_001142919.2,0,0,0,0,0,0
NM_001142920.2,0,0,0,0,0,0
NM_001142921.2,0,0,0,0,0,0
NM_001142922.2,0,0,0,0,0,0
NM_001142923.2,0,0,0,0,0,11.486
NM_001142924.2,0,0,0,0,0,0
NM_001142937.2,58.007,81.147,75.048,101.057,61.442,53.138
NM_001142938.1,157.597,173.228,134.283,182.836,169.135,127.404
NM_001142939.1,0,0,0,0,0,0
NM_001142943.1,0,0,0,0,0,0
NM_001142948.4,0,0,0,0,0,0
NM_001142950.2,0,0,0,0,0,0
NM_001142952.1,0,0,2,0,0,0
NM_001142953.2,0,0,0,0,0,0
NM_001142957.1,0,0,0,0,0,0
NM_001142959.1,4,6.281,2.35,0,2,2
NM_001142960.1,1,1.06,2.282,1.2,1,0
NM_001142963.1,18.986,10.885,0,0,27.408,20.789
NM_001142965.2,1.046,0,1.985,1.558,0,0
NM_001142968.1,0,0,0,0,0,0
NM_001142969.1,0,0,0,0,0,0
NM_001143671.1,0,0,0,0,0,0
NM_001143672.1,0,0,0,0,0,0
NM_001143683.2,0,0,0,0,0,0
NM_001143686.1,0,0,0,0,0,0
NM_001143689.1,2.468,0,0,1.62,2.296,1.093
NM_001143755.1,2,1,0,0,0,1
NM_001143765.1,0,0,0,0,0,0
NM_001143776.2,0,0,0,0,0,0
NM_001143777.2,0,0,0,0,0,0
NM_001143790.1,0,0,0,0,0,0
NM_001143802.1,0,0,0,0,0,0
NM_001143834.1,0,0,0,0,0,0
NM_001143848.3,0,0,0,0,0,0
NM_001143849.3,0,0,0,0,0,0
NM_001143956.1,0,0,0,0,0,0
NM_001144855.1,0,0,0,0,0,0
NM_001144948.1,0,0,0,0,0,0
NM_001144953.1,0,0,0,0,0,0
NM_001144987.1,0,0,0,0,5.162,0
NM_001144988.1,137.111,168,135,202,180.838,113
NM_001144992.1,0,0,0,0,0,0
NM_001144993.1,0,0,0,0,0,0
NM_001145013.1,0,0,0,0,0,0
NM_001145015.2,43,38,32,19,21,15
NM_001145034.1,1,5,1,0,3,1
NM_001145038.1,0,0,0,0,0,0
NM_001145060.2,1,0,0,0,0,0
NM_001145096.1,0,0,0,0,0,0
NM_001145100.1,0,0,0,0,0,0
NM_001145162.1,0,0,0,0,0,0
NM_001145164.1,0,0,0,0,0,0
NM_001145190.3,0,0,0,0,0,0
NM_001145192.1,0,0,0,0,0,0
NM_001145198.1,0,0,0,0,1,0
NM_001145209.2,15,9,20.047,31,17,12.04
NM_001145300.2,0,0,0,0,0,0
NM_001145351.1,0,0,0,0,0,0
NM_001145352.2,1,0,1,3,0,3
NM_001145360.1,0,0,0,0,0,0
NM_001145390.1,0,0,0,0,0,0
NM_001145403.3,0,0,0,0,0,0
NM_001145406.3,0,0,0,0,0,0
NM_001145433.1,145,189,116,143,148,104
NM_001145435.1,0,0,1,2.018,1,0
NM_001145452.1,0,0,0,0,0,0
NM_001145537.1,0,0,0,0,0,0
NM_001145552.2,0,0,0,0,0,0
NM_001145637.1,0,0,0,0,0,0
NM_001145644.2,236,265,184,237,285,258
NM_001145660.1,0,0,0,0,0,0
NM_001145676.2,0,1.165,0,2.109,3,2
NM_001145759.1,0,0,0,0,0,0
NM_001145778.2,0,0,0,0,0,0
NM_001145779.1,41.728,0,22.106,0,0,0
NM_001145780.1,0,0,0,0,10.161,0
NM_001145781.1,13.231,20.42,15.141,3.67,17.54,17.497
NM_001145799.1,1.536,5.143,2.235,0,8.015,1.001
NM_001145800.1,38.012,39,13,30.953,30,16
NM_001145801.1,0,0,0,0,0,0
NM_001145802.1,0,0,0,0,0,0
NM_001145803.1,0,0,0,0,0,0
NM_001145804.1,89.467,71.505,107.265,84.676,56.298,58.706
